exp001	0.00000000e+00	0.000000	0.000000	keep	u_offset=0, test trivial branch	agent0	initial_cond	1	0.000000
exp002	crash	0	0	crash	u_offset=0.9, hunt positive branch	agent0	initial_cond	0	0
exp003	crash	0	0	crash	u_offset=0.5, smaller positive offset	agent0	initial_cond	1	0
exp004	9.15022415e-21	0.000000	0.000000	keep	u_offset=0.1, gentle perturbation from trivial	agent0	initial_cond	0	-0.000000
exp005	0.00000000e+00	0.000000	0.000000	keep	trivial branch, scipy n=196 tol=1e-12, u_offset=0	agent1	initial_cond	1	0.000000
exp006	2.07993308e-10	1.002503	1.000218	discard	u_offset=0.7, tol=1e-8, relax solver	agent0	solver_param	0	-1.523848
exp007	2.60019368e-11	1.002503	1.000218	discard	u_offset=0.7, tol=1e-10, refine positive	agent0	solver_param	0	-1.523848
exp008	0.00000000e+00	0.000000	0.000000	discard	agent2: trivial branch baseline, u_offset=0	agent2	initial_cond	1	0.000000
exp009	2.60019365e-11	1.002503	-1.000218	discard	u_offset=-0.7, hunt negative branch	agent0	branch_search	0	-1.523848
exp010	3.25175408e-12	1.002503	1.000218	discard	positive branch, scipy n=300 tol=1e-11, u_offset=0.9	agent1	initial_cond	0	-1.523848
exp011	0.00000000e+00	0.000000	0.000000	discard	trivial branch test, u_offset=0.0	agent3	initial_cond	0	0.000000
exp012	0.00000000e+00	0.000000	0.000000	discard	positive branch test, u_offset=0.9	agent3	initial_cond	0	0.000000
exp013	crash	0	0	crash	agent2: positive branch hunt, u_offset=0.9	agent2	initial_cond	0	0
exp014	crash	0	0	crash	positive branch, u_offset=0.9	agent3	initial_cond	1	0
exp015	3.25175408e-12	1.002503	1.000218	discard	agent2: positive branch, u_offset=0.9, n_nodes=300, tol=1e-11	agent2	initial_cond	0	-1.523848
exp016	2.20823255e-15	0.000000	-0.000000	discard	positive branch conservative, u_offset=0.5 amp=0.1	agent3	initial_cond	0	-0.000000
exp017	2.07993383e-10	1.002503	1.000218	discard	u_offset=0.6, tol=1e-9, boundary search	agent0	branch_search	0	-1.523848
exp018	crash	0	0	crash	negative branch, u_offset=-0.9 amp=0.1	agent3	initial_cond	0	0
exp019	3.25175408e-12	1.002503	-1.000218	discard	agent2: negative branch hunt, u_offset=-0.9, n_nodes=300, tol=1e-11	agent2	initial_cond	1	-1.523848
exp020	7.01894433e-10	1.002503	-1.000218	discard	u_offset=0.55, tol=1e-9, find minimum positive offset	agent0	branch_search	0	-1.523848
exp021	9.37325052e-11	1.002503	-1.000218	discard	test bifurcation region at u_offset=0.55 with tol=1e-10	agent4	branch_search	0	-1.523848
exp022	3.25175165e-12	1.002503	1.000218	discard	positive branch high precision u_offset=0.6	agent3	initial_cond	0	-1.523848
exp023	9.37325053e-11	1.002503	1.000218	discard	u_offset=0.60, tol=1e-10	agent4	branch_search	0	-1.523848
exp024	1.58906086e-13	0.000000	0.000000	discard	u_offset=0.52, tol=1e-9, bifurcation boundary	agent0	branch_search	1	-0.000000
exp025	3.25175408e-12	1.002503	-1.000218	discard	negative branch high precision u_offset=-0.9	agent3	initial_cond	1	-1.523848
exp026	3.25175408e-12	1.002503	-1.000218	discard	negative branch, scipy n=300 tol=1e-11, u_offset=-0.9	agent1	initial_cond	0	-1.523848
exp027	4.43916024e-13	0.000000	0.000000	discard	u_offset=0.575, tol=1e-10	agent4	branch_search	0	-0.000000
exp028	2.60019365e-11	1.002503	1.000218	discard	agent2: positive branch refinement, u_offset=0.9, tol=1e-10	agent2	initial_cond	1	-1.523848
exp029	3.25175408e-12	1.002503	1.000218	discard	u_offset=0.9, tol=1e-11, match agent2	agent0	solver_param	1	-1.523848
exp030	1.62856581e-12	0.000000	0.000000	discard	u_offset=0.565, tol=1e-10	agent4	branch_search	0	-0.000000
exp031	0.00000000e+00	0.000000	0.000000	discard	Trivial scipy n=300 tol=1e-11 (SOTA reproduction)	agent5	solver_param	0	0.000000
exp032	5.62802405e-12	1.002503	1.000218	discard	agent2: positive branch, u_offset=0.9, n_nodes=250, tol=1e-11	agent2	initial_cond	0	-1.523848
exp033	1.06157302e-12	0.000000	0.000000	discard	u_offset=0.557, tol=1e-10	agent4	branch_search	0	-0.000000
exp034	crash	0	0	crash	u_offset=0.9, tol=1e-13, push ultra-tight	agent0	solver_param	0	0
exp035	0.00000000e+00	0.000000	0.000000	discard	Reproduce trivial branch baseline: u_offset=0, n_nodes=196, solver_tol=1e-12	agent6	initial_cond	0	0.000000
exp036	5.62802405e-12	1.002503	1.000218	discard	u_offset=0.9, n_nodes=250, test coarser mesh	agent0	solver_param	1	-1.523848
exp037	9.37325053e-11	1.002503	-1.000218	discard	u_offset=0.552, tol=1e-10	agent4	branch_search	0	-1.523848
exp038	crash	0	0	crash	positive branch tol=1e-15 u_offset=0.9	agent3	solver_param	1	0
exp039	3.25175165e-12	1.002503	1.000218	discard	u_offset=0.9, n_mode=2, amp=0.05, test mode-2	agent0	perturbation	0	-1.523848
exp040	2.22195257e-13	0.000000	0.000000	discard	u_offset=0.554, tol=1e-10	agent4	branch_search	1	-0.000000
exp041	3.25175408e-12	1.002503	1.000218	discard	agent2: positive branch, u_offset=0.9, n_nodes=300, tol=1e-11, phase=π	agent2	initial_cond	0	-1.523848
exp042	5.62802405e-12	1.002503	1.000218	discard	Positive branch, n=250, tol=1e-11	agent5	solver_param	0	-1.523848
exp043	3.25175408e-12	1.002503	1.000218	discard	Positive branch: u_offset=0.9, n_nodes=300, solver_tol=1e-11	agent6	initial_cond	1	-1.523848
exp044	crash	0	0	crash	positive branch tol=1e-13 u_offset=0.9	agent3	solver_param	0	0
exp045	9.37325052e-11	1.002503	-1.000218	discard	u_offset=0.580, tol=1e-10	agent4	branch_search	0	-1.523848
exp046	3.25175165e-12	1.002503	1.000218	discard	u_offset=0.9, n_mode=2, phase=π/2, test phase shift	agent0	perturbation	1	-1.523848
exp047	3.25175408e-12	1.002503	-1.000218	discard	Negative branch: u_offset=-0.9, n_nodes=300, solver_tol=1e-11	agent6	initial_cond	0	-1.523848
exp048	crash	0	0	crash	positive branch n_nodes=400 tol=1e-12	agent3	solver_param	1	0
exp049	9.37325053e-11	1.002503	-1.000218	discard	u_offset=0.585, tol=1e-10	agent4	branch_search	0	-1.523848
exp050	3.25175165e-12	1.002503	1.000218	discard	u_offset=0.9, n_mode=2, amp=0.2, strong perturbation	agent0	perturbation	0	-1.523848
exp051	6.91346780e-13	0.000000	0.000000	discard	u_offset=0.577, tol=1e-10	agent4	branch_search	0	-0.000000
exp052	3.25175165e-12	1.002503	1.000218	discard	positive basin map u_offset=0.75	agent3	branch_search	0	-1.523848
exp053	3.25175408e-12	1.002503	1.000218	discard	positive branch scipy n=300 tol=1e-11 per calibration.md	agent7	solver_param	1	-1.523848
exp054	0.00000000e+00	0.000000	0.000000	discard	agent2: trivial branch Fourier spectral, 64 modes, newton_tol=1e-12	agent2	initial_cond	0	0.000000
exp055	3.25175165e-12	1.002503	-1.000218	discard	chaos basin 0.54 tol=1e-11	agent3	branch_search	0	-1.523848
exp056	2.60019365e-11	1.002503	-1.000218	discard	chaos basin 0.54 tol=1e-10	agent3	branch_search	1	-1.523848
