exp_id	residual	solution_norm	solution_mean	status	description	agent	design	elapsed_s	solution_energy
exp001	5.63592552e-11	0.000000	-0.000000	keep	trivial branch u_offset=0, baseline solver	agent0	initial_cond	0	-0.000000
exp002	5.72745888e-09	1.002503	1.000218	discard	positive branch u_offset=+0.9, baseline solver	agent0	initial_cond	1	-1.523848
exp003	2.41595655e-09	1.002503	-1.000218	discard	negative branch u_offset=-0.9, baseline solver	agent0	initial_cond	0	-1.523848
exp004	8.81934685e-11	1.002503	-1.000218	discard	negative branch, n_nodes=200, tol=1e-10	agent0	solver_param	0	-1.523848
exp005	2.41595655e-09	1.002503	-1.000218	discard	negative branch u_offset=-0.9, baseline solver	agent1	initial_cond	0	-1.523848
exp006	8.81934684e-11	1.002503	1.000218	discard	positive branch, n_nodes=200, tol=1e-10	agent0	solver_param	1	-1.523848
exp007	8.81934684e-11	1.002503	1.000218	discard	positive branch, n_mode=2	agent0	perturbation	0	-1.523848
exp008	5.63592552e-11	0.000000	-0.000000	discard	baseline: trivial branch, u_offset=0	agent2	initial_cond	1	-0.000000
exp009	crash	0	0	crash	positive branch, n_nodes=300, tol=1e-12	agent0	solver_param	0	0
exp010	3.25175165e-12	1.002503	1.000218	keep	positive branch, n_nodes=300, tol=1e-11	agent0	solver_param	1	-1.523848
exp011	8.81934685e-11	1.002503	-1.000218	discard	negative branch, n_nodes=200, tol=1e-10, improved solver	agent1	solver_param	1	-1.523848
exp012	3.25175165e-12	1.002503	-1.000218	discard	negative branch, n_nodes=300, tol=1e-11	agent0	solver_param	0	-1.523848
exp013	2.98147269e-13	0.000000	-0.000000	keep	trivial branch, n_nodes=300, tol=1e-11	agent0	solver_param	0	-0.000000
exp014	1.57797638e-15	0.000000	-0.000000	keep	trivial branch, n_nodes=250, tol=1e-12	agent0	solver_param	1	-0.000000
exp015	3.25175165e-12	1.002503	-1.000218	discard	negative branch, n_nodes=300, tol=1e-11 (match exp010 params)	agent1	solver_param	1	-1.523848
exp016	2.41595655e-09	1.002503	1.000218	discard	positive branch, u_offset=0.9, phase=π/2	agent2	initial_cond	0	-1.523848
exp017	crash	0	0	crash	positive branch, n_nodes=250, tol=1e-12	agent0	solver_param	1	0
exp018	5.62802405e-12	1.002503	1.000218	discard	positive branch, amp=0.05, tol=1e-11	agent0	solver_param	0	-1.523848
exp019	2.41595655e-09	1.002503	1.000218	discard	positive branch, u_offset=0.9, amplitude=0.3	agent2	initial_cond	1	-1.523848
exp020	5.62802405e-12	1.002503	-1.000218	discard	negative branch, amp=0.05, tol=1e-11	agent0	solver_param	0	-1.523848
exp021	crash	0	0	crash	negative branch, n_nodes=400, tol=1e-12 (ultra-tight)	agent1	solver_param	0	0
exp022	5.72747764e-09	1.002503	1.000218	discard	positive branch, u_offset=0.9, n_mode=3	agent2	perturbation	0	-1.523848
exp023	5.62802405e-12	1.002503	-1.000218	discard	negative branch u_offset=-0.85, amplitude=0.05	agent3	initial_cond	1	-1.523848
exp024	crash	0	0	crash	positive branch, amp=0.02, tol=1e-13	agent0	solver_param	1	0
exp025	3.25175408e-12	1.002503	1.000218	discard	positive branch, amplitude=0.2, n_mode=2, phase=π/2	agent1	perturbation	0	-1.523848
exp026	crash	0	0	crash	positive branch, amp=0.02, tol=1e-12	agent0	solver_param	0	0
exp027	2.98644638e-13	0.000000	-0.000000	discard	trivial branch, n_nodes=150, tol=1e-9	agent2	solver_param	0	-0.000000
exp028	3.25175408e-12	1.002503	-1.000218	discard	negative branch, amplitude=0.2, n_mode=2, phase=π/2	agent1	perturbation	1	-1.523848
