exp001	0.00000000e+00	0.000000	0.000000	keep	baseline trivial branch, u_offset=0	agent0	initial_cond	0	0.000000
exp002	2.66626099e-13	1.001296	1.000019	keep	baseline positive branch, u_offset=0.9	agent0	initial_cond	1	-1.520844
exp003	2.66626099e-13	1.001296	-1.000019	discard	baseline negative branch, u_offset=-0.9	agent0	initial_cond	1	-1.520844
exp004	0.00000000e+00	0.000000	0.000000	keep	trivial branch baseline, u_offset=0.0	agent1	initial_cond	0	0.000000
exp005	2.66626099e-13	1.001296	1.000019	discard	positive branch, u_offset=0.9	agent1	initial_cond	1	-1.520844
exp006	2.28944733e-13	1.001296	-1.000019	discard	test trivial/positive transition, u_offset=0.5	agent0	initial_cond	0	-1.520844
exp007	2.64988611e-20	0.000000	0.000000	discard	basin boundary exploration, u_offset=0.3	agent0	initial_cond	1	0.000000
exp008	9.02401735e-20	0.000000	0.000000	discard	basin boundary exploration, u_offset=0.2	agent0	initial_cond	0	-0.000000
exp009	2.98111061e-14	0.000000	0.000000	discard	basin boundary exploration, u_offset=0.1	agent0	initial_cond	1	-0.000000
exp010	2.64988611e-20	0.000000	-0.000000	discard	basin boundary exploration, u_offset=-0.3	agent0	initial_cond	2	0.000000
exp011	crash	0	0	crash	positive branch, tighter tol (newton_tol=1e-14)	agent1	solver_param	3	0
exp012	2.28944733e-13	1.001296	1.000019	discard	basin boundary exploration, u_offset=-0.5	agent0	initial_cond	0	-1.520844
exp013	3.48477681e-13	1.001296	-1.000019	discard	basin boundary exploration, u_offset=-0.7	agent0	initial_cond	0	-1.520844
exp014	crash	0	0	crash	positive branch, moderate tightening (newton_tol=1e-13, newton_maxiter=150)	agent1	solver_param	1	0
exp015	2.47269696e-13	1.001296	-1.000019	discard	fourier modes test: 32 modes, u_offset=0.5	agent0	solver_param	0	-1.520844
exp016	2.28944733e-13	1.001296	-1.000019	discard	fourier modes test: 64 modes, u_offset=0.5	agent0	solver_param	1	-1.520844
exp017	crash	0	0	crash	fourier modes test: 128 modes, u_offset=0.5	agent0	solver_param	0	0
exp018	crash	0	0	crash	fourier modes test: 256 modes, u_offset=0.5	agent0	solver_param	1	0
exp019	3.91271965e-13	1.001296	1.000019	discard	positive branch with mode-2 perturbation (amp=0.15, phase=1.57)	agent1	perturbation	0	-1.520844
exp020	2.66626099e-13	1.001296	-1.000019	discard	negative branch baseline, u_offset=-0.9	agent1	initial_cond	1	-1.520844
exp021	2.76001344e-13	1.001296	1.000019	discard	fine basin sweep, u_offset=0.6	agent0	initial_cond	0	-1.520844
exp022	3.48477681e-13	1.001296	1.000019	discard	fine basin sweep, u_offset=0.7	agent0	initial_cond	0	-1.520844
exp023	4.35391359e-13	1.001296	1.000019	discard	fine basin sweep, u_offset=0.75	agent0	initial_cond	1	-1.520844
exp024	2.80411917e-13	1.001296	1.000019	discard	fine basin sweep, u_offset=0.8	agent0	initial_cond	0	-1.520844
exp025	3.37581097e-13	1.001296	1.000019	discard	fine basin sweep, u_offset=0.85	agent0	initial_cond	0	-1.520844
exp026	crash	0	0	crash	negative branch with fourier_modes=128	agent1	solver_param	1	0
exp027	2.10061857e-13	1.001296	-1.000019	discard	precise boundary, u_offset=0.52	agent0	initial_cond	0	-1.520844
exp028	2.90918247e-13	1.001296	-1.000019	discard	precise boundary, u_offset=0.54	agent0	initial_cond	1	-1.520844
exp029	2.13371637e-13	1.001296	-1.000019	discard	precise boundary, u_offset=0.55	agent0	initial_cond	0	-1.520844
exp030	3.80842526e-13	1.001296	-1.000019	discard	precise boundary, u_offset=0.56	agent0	initial_cond	0	-1.520844
