exp001	0.00000000e+00	0.000000	0.000000	keep	trivial branch u_offset=0.0 baseline	agent1	initial_cond	1	0.000000
exp002	0.00000000e+00	0.000000	0.000000	keep	Trivial branch baseline: u_offset=0.0	agent2	initial_cond	1	0.000000
exp003	2.66626099e-13	1.001296	1.000019	discard	positive branch u_offset=0.9	agent1	initial_cond	1	-1.520844
exp004	2.66626099e-13	1.001296	1.000019	discard	Positive branch: u_offset=0.9	agent2	initial_cond	1	-1.520844
exp005	2.66626099e-13	1.001296	-1.000019	discard	negative branch u_offset=-0.9	agent1	initial_cond	0	-1.520844
exp006	2.66626099e-13	1.001296	-1.000019	discard	Negative branch: u_offset=-0.9	agent2	initial_cond	1	-1.520844
exp007	0.00000000e+00	0.000000	0.000000	discard	baseline trivial branch u_offset=0	agent3	initial_cond	0	0.000000
exp008	crash	0	0	crash	Positive branch: fourier_modes=128	agent2	solver_param	1	0
exp009	2.51368744e-13	1.001296	1.000019	discard	positive branch with mode-2 perturbation amplitude=0.1	agent3	perturbation	0	-1.520844
exp010	crash	0	0	crash	positive branch fourier=128 newton_tol=1e-14	agent1	solver_param	0	0
exp011	2.87095766e-13	1.001296	1.000019	discard	positive branch with mode-3 perturbation amplitude=0.3	agent3	perturbation	0	-1.520844
exp012	2.82234227e-13	1.001296	1.000019	discard	Positive branch: mode-2 perturbation, amplitude=0.05	agent2	perturbation	0	-1.520844
exp013	0.00000000e+00	0.000000	0.000000	discard	u_offset=0, targeting trivial branch (u≈0)	agent0	initial_cond	1	0.000000
exp014	2.28944733e-13	1.001296	-1.000019	discard	bifurcation exploration u_offset=0.5	agent3	branch_search	2	-1.520844
exp015	2.66626099e-13	1.001296	1.000019	discard	u_offset=0.9, targeting positive branch (u≈+1)	agent0	initial_cond	3	-1.520844
exp016	2.66626099e-13	1.001296	-1.000019	discard	u_offset=-0.9, targeting negative branch (u≈-1)	agent0	initial_cond	3	-1.520844
exp017	2.76001344e-13	1.001296	1.000019	discard	bifurcation boundary u_offset=0.6	agent3	branch_search	6	-1.520844
